32.9
40.2
45.9
38.3
41.6
47.8
36.2
38.3
45.8
41.4
39.0
41.0
52.8
42.3
43.2
48.6
43.7
45.4
48.2
38.1
42.6
44.7
42.3
39.2
39.6
40.1
44.6
48.3
44.2
39.5
37.5
34.3
54.1
43.1
44.3
37.6
41.0
53.1
42.0
43.2
46.4
34.7
53.5
42.2
39.2
38.5
41.5
45.6
39.3
50.9
47.8
39.1
36.7
42.3
47.2
44.8
37.8
44.6
42.6
43.8
42.8
40.9
38.7
45.8
32.6
54.4
32.9
38.1
42.1
45.6
43.1
41.1
47.5
39.6
49.8
41.0
46.5
45.3
43.1
37.7
41.7
41.0
43.2
44.0
37.8
39.8
43.8
37.9
37.7
50.9
37.8
42.4
39.9
38.0
39.2
44.8
35.3
42.7
48.2
39.0
38.7
38.0
45.8
39.3
41.7
39.9
39.3
43.7
42.8
41.9
45.1
42.4
43.0
35.2
48.6
38.4
44.5
32.7
39.8
41.4
37.0
38.8
34.8
41.2
49.2
39.7
38.2
34.8
40.4
50.1
41.1
40.0
44.5
39.6
47.9
40.7
42.8
43.6
35.8
43.9
42.1
50.3
42.2
49.7
44.2
48.9
40.5
42.0
46.6
37.8
38.5
38.6
47.8
46.0
41.0
41.0
48.5
33.6
40.1
43.6
36.9
38.2
38.5
36.0
39.0
34.7
39.2
38.4
48.8
35.9
41.8
35.7
38.2
37.4
42.5
48.3
46.8
38.4
39.6
39.2
38.9
36.3
39.6
38.5
32.6
39.0
40.4
42.9
37.5
40.3
40.2
44.0
38.3
39.5
38.2
38.0
47.4
38.3
45.7
40.1
